City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,tuni,17.35,82.55,23.09,74,2,1.85,IN,1699722450
363,torghay,49.6339,63.4981,5.22,86,100,4.7,KZ,1699722450
364,ino,33.55,133.4333,14.36,81,99,0.76,JP,1699722451
365,katsuura,35.1333,140.3,13.96,80,100,6.81,JP,1699722452
366,vanimo,-2.6741,141.3028,25.69,91,92,2.84,PG,1699722453
367,los frentones,-26.4077,-61.4137,43.38,20,6,4.73,AR,1699722454
368,midvagur,62.0511,-7.1939,3.46,81,40,2.06,FO,1699722455
369,richards bay,-28.783,32.0377,22.61,86,53,5.44,ZA,1699722456
370,east london,-33.0153,27.9116,20.02,77,69,7.49,ZA,1699722456
371,yangambi,0.8102,24.4336,21.41,97,100,0.44,CD,1699722457
372,celestun,20.8667,-90.4,28.87,72,92,3.91,MX,1699722458
373,susuman,62.7833,148.1667,-32.88,100,81,0.03,RU,1699722458
374,williams lake,52.1415,-122.1445,3.36,87,98,2.17,CA,1699722459
375,mount gambier,-37.8333,140.7667,7.04,91,5,2.13,AU,1699722460
376,emerald,-23.5333,148.1667,20.19,72,91,5.13,AU,1699722272
377,yigo village,13.5361,144.8886,27.62,80,40,8.75,GU,1699722461
378,puerto colombia,10.9878,-74.9547,34.05,77,83,5.37,CO,1699722462
379,springbok,-29.6643,17.8865,17.33,48,1,6.69,ZA,1699722464
380,rio grande,-32.035,-52.0986,23.06,85,98,5.92,BR,1699722345
381,la'ie,21.6477,-157.9253,25.25,75,6,3.58,US,1699722465
382,cayiralan,39.3028,35.6439,12.96,46,65,2.74,TR,1699722467
383,tralee,52.2704,-9.7026,10.14,76,20,7.2,IE,1699722469
384,queenstown,-31.8976,26.8753,18.84,64,71,5.54,ZA,1699722470
385,copiapo,-27.3667,-70.3333,28.64,22,0,4.84,CL,1699722470
386,boende,-0.2167,20.8667,22.34,98,100,0.93,CD,1699722471
387,danilovka,50.3557,44.1168,4.75,81,76,4.09,RU,1699722472
388,kalulushi,-12.8378,28.0919,23.79,50,72,2.54,ZM,1699722472
389,poland,44.0606,-70.3937,5.82,56,0,6.17,US,1699722473
390,piossasco,44.9905,7.4637,11.82,64,35,0.89,IT,1699722473
391,saldanha,-33.0117,17.9442,16.32,85,28,5.06,ZA,1699722474
392,las heras,-46.5419,-68.9359,17.76,16,41,13.53,AR,1699722475
393,ocampo,21.65,-101.5,17.84,64,99,5.16,MX,1699722475
394,cidreira,-30.1811,-50.2056,22.28,96,98,3.32,BR,1699722476
395,jinjiang,24.8198,118.5741,21.68,72,68,5.28,CN,1699722477
396,gemena,3.25,19.7667,22.71,95,86,0.62,CD,1699722477
397,maturin,9.75,-63.1767,33.62,45,100,3.26,VE,1699722410
398,chanika,-5.4167,38.0167,21.32,95,99,2.21,TZ,1699722479
399,mount pearl,47.5166,-52.7813,3.41,93,100,5.36,CA,1699722480
400,brigantine,39.4101,-74.3646,13.11,60,0,3.09,US,1699722480
401,colonia,50.9333,6.95,8.31,82,20,2.57,DE,1699722438
402,bengkulu,-3.8004,102.2655,23.97,93,14,1.59,ID,1699722482
403,puerto asis,0.5133,-76.5007,31.51,56,93,1.26,CO,1699722482
404,zhosaly,45.4878,64.0781,8.07,66,92,8.13,KZ,1699722483
405,camabatela,-8.1881,15.375,18.78,94,97,0.82,AO,1699722483
406,road town,18.4167,-64.6167,30.02,70,40,5.14,VG,1699722224
407,ostersund,63.1792,14.6357,-4.75,100,20,2.57,SE,1699722485
408,yemva,62.59,50.8594,-0.71,79,99,3.43,RU,1699722485
409,villa tupac amaru,-13.7,-76.15,20.68,83,100,3.6,PE,1699722486
410,golere,16.2557,-14.1017,36.65,10,29,1.37,SN,1699722487
411,kamaishi,39.2667,141.8833,4.44,76,28,2.13,JP,1699722487
412,walvis bay,-22.9575,14.5053,17.14,80,62,9.43,NA,1699722488
413,medea,36.2642,2.7539,14.79,62,8,2.44,DZ,1699722488
414,petropavlovsk-kamchatsky,53.0452,158.6483,0.33,98,75,7.0,RU,1699722489
415,torrington,41.8007,-73.1212,10.63,65,13,1.79,US,1699722490
416,saint-remi,45.2668,-73.6159,2.6,72,17,1.34,CA,1699722491
417,nurota,40.5614,65.6886,9.06,56,79,2.79,UZ,1699722491
418,muragacha,23.5333,88.4,23.25,54,0,2.32,IN,1699722492
419,pemangkat,1.1667,108.9667,26.55,81,100,1.68,ID,1699722493
420,vilyuchinsk,52.9306,158.4028,1.15,74,74,12.28,RU,1699722493
421,nemuro,43.3236,145.575,2.53,66,25,6.35,JP,1699722494
422,kyzyl-suu,42.3414,78.0056,2.97,46,34,3.86,KG,1699722494
423,kerikeri,-35.2268,173.9474,8.42,86,80,2.0,NZ,1699722420
424,byelaazyorsk,52.4731,25.1784,6.86,94,100,1.92,BY,1699722495
425,newnham,-41.3833,147.1333,12.53,82,100,4.63,AU,1699722496
426,kavieng,-2.5744,150.7967,27.7,79,96,4.51,PG,1699722497
427,i-n-salah,27.1935,2.4607,27.33,17,8,3.76,DZ,1699722497
428,tan-tan,28.438,-11.1032,23.97,64,0,5.14,MA,1699722299
429,tangalle,6.024,80.7911,25.89,88,73,1.61,LK,1699722291
430,dryden,49.7833,-92.7503,-2.84,86,100,3.09,CA,1699722226
431,jabor,5.921,169.6434,27.27,86,100,7.26,MH,1699722499
432,morondava,-20.2833,44.2833,25.57,72,0,7.15,MG,1699722500
433,shubarkuduk,49.1447,56.4872,4.27,83,100,7.3,KZ,1699722500
434,batang,-6.4846,110.7083,27.18,75,35,2.71,ID,1699722501
435,valle hermoso,25.6667,-97.8333,15.94,93,100,4.91,MX,1699722501
436,gornopravdinsk,60.05,69.9,0.61,99,100,2.74,RU,1699722502
437,prishibinskoye,39.1196,48.5936,12.88,84,100,1.29,AZ,1699722502
438,sabang,5.8933,95.3214,26.93,82,100,5.83,ID,1699722503
439,danielskuil,-28.1887,23.5395,28.19,16,44,7.36,ZA,1699722503
440,mombasa,-4.0547,39.6636,27.23,83,75,2.06,KE,1699722504
441,forshaga,59.5254,13.4813,4.29,93,100,2.06,SE,1699722504
442,tikrit,34.6071,43.6782,23.21,29,100,1.89,IQ,1699722505
443,calabozo,8.9242,-67.4293,32.29,53,96,3.72,VE,1699722506
444,viqueque,-8.8673,126.3658,24.31,85,100,1.0,TL,1699722506
445,padang,-0.9492,100.3543,24.03,90,67,0.95,ID,1699722507
446,macapa,0.0389,-51.0664,33.99,49,75,6.69,BR,1699722508
447,cabo san lucas,22.8909,-109.9124,27.01,58,0,1.76,MX,1699721882
448,inari,68.906,27.0288,-14.89,99,61,1.35,FI,1699722509
449,punta cana,18.5818,-68.4043,30.87,70,20,6.17,DO,1699722223
450,korla,41.7597,86.1469,3.94,76,48,2.95,CN,1699722510
451,nagqu,31.5,92.0,-2.6,55,100,1.32,CN,1699722511
452,kharp,66.8014,65.8081,-6.82,95,94,1.97,RU,1699722512
453,cartagena,10.3997,-75.5144,31.79,74,40,3.09,CO,1699722512
454,portland,45.5234,-122.6762,12.57,89,75,7.72,US,1699721960
455,ugoofaaru,5.6667,73.0,27.93,76,78,1.89,MV,1699722513
456,sirte,31.2089,16.5887,23.3,72,0,6.29,LY,1699722514
457,salinas,36.6777,-121.6555,16.57,51,0,3.6,US,1699722514
458,soto la marina,23.7667,-98.2167,19.6,76,100,3.1,MX,1699722515
459,crixas,-14.5489,-49.9692,39.3,18,37,3.45,BR,1699722515
460,mangrol,21.1167,70.1167,28.08,50,14,2.84,IN,1699722516
461,zaozersk,69.4005,32.4476,-4.35,94,81,2.35,RU,1699722516
462,acarau,-2.8856,-40.12,30.82,52,32,8.98,BR,1699722517
463,mweka,-4.85,21.5667,20.88,99,100,0.32,CD,1699722518
464,yakeshi,49.2833,120.7333,-24.84,100,94,1.3,CN,1699722518
465,pangkalpinang,-2.1333,106.1333,27.06,79,48,2.29,ID,1699722519
466,hailin,44.5833,129.4167,-19.4,97,50,1.5,CN,1699722519
467,nuuk,64.1835,-51.7216,-5.07,73,54,4.47,GL,1699722520
468,broome,42.2506,-75.833,6.92,74,100,5.14,US,1699722520
469,lackland air force base,29.3866,-98.618,16.1,78,100,3.6,US,1699722345
470,amungan,15.3652,119.9582,26.94,80,93,1.52,PH,1699722521
471,chakari,-18.0629,29.8925,27.1,18,91,1.82,ZW,1699722522
472,songjianghe,42.1859,127.479,-13.5,99,88,0.69,CN,1699722522
473,uzyn,49.8262,30.4149,8.46,98,100,4.53,UA,1699722523
474,san luis del palmar,-27.5079,-58.5545,37.93,44,98,1.62,AR,1699722524
475,st. john's,47.5649,-52.7093,3.87,93,100,8.75,CA,1699722272
476,aligudarz,33.4006,49.6949,11.38,33,14,0.7,IR,1699722525
477,wattegama,6.7989,81.4808,24.06,94,55,1.21,LK,1699722525
478,pyapon,16.2833,95.6833,25.02,91,16,1.95,MM,1699722526
479,vallecrosia,43.7867,7.639,13.96,61,53,1.96,IT,1699722526
480,brockville,44.5834,-75.6826,2.08,68,6,1.34,CA,1699722405
481,guaruja,-23.9931,-46.2564,29.92,26,0,3.09,BR,1699722373
482,sakaiminato,35.55,133.2333,12.6,85,89,3.47,JP,1699722528
483,mejit,10.2753,170.8646,27.29,83,100,7.85,MH,1699722528
484,vega de alatorre,20.0333,-96.6333,27.09,73,29,5.61,MX,1699722529
485,karratha,-20.7377,116.8463,25.21,56,0,7.11,AU,1699722529
486,batouri,4.4333,14.3667,22.31,94,99,1.05,CM,1699722530
487,anaconda,46.1285,-112.9423,5.55,60,65,4.29,US,1699722531
488,muynoq,43.7683,59.0214,8.45,60,7,4.88,UZ,1699722531
489,yelizovo,53.1873,158.3805,1.08,74,75,7.15,RU,1699722532
490,north las vegas,36.1989,-115.1175,17.97,16,0,0.0,US,1699722510
491,susangerd,31.5608,48.1831,27.22,29,10,2.79,IR,1699722533
492,siloam springs,36.1881,-94.5405,15.25,37,75,2.57,US,1699722533
493,baardheere,2.3446,42.2764,28.21,72,98,4.36,SO,1699722534
494,camana,-16.6228,-72.7111,20.45,85,95,3.38,PE,1699722534
495,kalabo,-14.97,22.6814,27.83,37,98,1.77,ZM,1699722535
496,sergeyevka,53.88,67.4158,3.85,91,99,3.31,KZ,1699722535
497,kattanam,9.1762,76.5649,25.51,90,100,2.73,IN,1699722536
498,shitanjing,39.2342,106.3439,-5.72,16,0,1.16,CN,1699722537
499,broken hill,-31.95,141.4333,19.14,23,74,8.13,AU,1699722508
500,mata-utu,-13.2816,-176.1745,27.98,81,68,4.78,WF,1699722538
501,lycksele,64.5954,18.6735,-11.07,92,100,1.54,SE,1699722539
502,fort st. john,56.2499,-120.8529,0.56,77,84,3.45,CA,1699722429
503,lagos,6.5833,3.75,27.47,81,18,3.41,NG,1699722270
504,verdal,63.7933,11.4817,0.02,64,66,4.05,NO,1699722540
505,kralendijk,12.15,-68.2667,28.33,82,100,10.74,BQ,1699722540
506,conceicao do araguaia,-8.2578,-49.2647,36.69,29,35,3.7,BR,1699722541
507,bodaybo,57.8506,114.1933,-17.69,100,92,0.8,RU,1699722542
508,zemio,5.0314,25.1361,22.32,94,91,0.83,CF,1699722542
509,zaysan,47.4667,84.8667,0.19,90,29,1.14,KZ,1699722543
510,lidzbark warminski,54.1259,20.5795,7.55,90,99,1.53,PL,1699722543
511,mbanza kongo,-6.267,14.2401,21.22,93,100,0.81,AO,1699722272
512,kuala belait,4.5833,114.1833,25.5,87,100,1.26,BN,1699722544
513,pangody,65.85,74.4859,-2.55,97,100,5.75,RU,1699722545
514,luwuk,-0.9516,122.7875,25.26,86,97,1.21,ID,1699722545
515,udangudi,8.4333,78.0167,26.38,86,99,6.91,IN,1699722546
516,tyn nad vltavou,49.2234,14.4206,5.61,83,100,5.37,CZ,1699722546
517,keita,14.7551,5.7749,31.6,11,60,3.2,NE,1699722547
518,weno,7.4515,151.8468,28.32,79,64,5.98,FM,1699722547
519,inirida,3.8653,-67.9239,29.59,73,98,1.0,CO,1699722548
520,horta,38.5333,-28.6333,20.8,91,40,5.81,PT,1699722549
521,petrovsk-zabaykal'skiy,51.273,108.843,-14.88,98,31,1.19,RU,1699722549
522,xilin hot,43.9667,116.0333,-14.86,89,91,1.8,CN,1699722550
523,nyagan,62.1406,65.3936,0.28,88,100,1.98,RU,1699722551
524,muscat,23.6139,58.5922,27.01,54,27,1.26,OM,1699722551
525,lata,40.1629,-8.3327,18.37,90,100,3.12,PT,1699722552
526,twante,16.7167,95.9333,29.07,90,22,2.38,MM,1699722553
527,rabaul,-4.1967,152.1721,25.67,80,97,6.26,PG,1699722553
528,lompoc,34.6391,-120.4579,20.43,41,0,2.06,US,1699722554
529,iquique,-20.2208,-70.1431,20.95,72,16,2.83,CL,1699722554
530,remire-montjoly,4.9167,-52.2667,29.19,72,2,5.77,GF,1699722555
531,alaghsas,17.0187,8.0168,30.8,12,13,4.67,NE,1699722555
532,sos'va,59.1766,61.8558,1.7,90,100,2.68,RU,1699722556
533,kapuskasing,49.4169,-82.4331,-2.12,78,96,1.77,CA,1699722556
534,aswan,24.0934,32.907,31.98,27,98,3.45,EG,1699722557
535,pathein,16.7833,94.7333,25.26,88,49,2.54,MM,1699722557
536,hilo,19.7297,-155.09,24.23,95,100,2.57,US,1699722558
537,nefta,33.8731,7.8777,20.43,36,2,0.89,TN,1699722559
538,srivardhan,18.0333,73.0167,27.31,74,16,1.87,IN,1699722560
539,zapolyarnyy,69.4154,30.8136,-5.4,100,88,1.76,RU,1699722560
540,nelson bay,-32.7167,152.15,21.11,89,12,3.13,AU,1699722561
541,mogadishu,2.0371,45.3438,27.48,78,70,7.14,SO,1699722561
542,tadine,-21.55,167.8833,21.49,70,38,7.97,NC,1699722563
543,cambria,35.5641,-121.0808,19.72,68,12,0.45,US,1699722563
544,airway heights,47.6446,-117.5933,9.47,54,75,9.77,US,1699722566
545,orchard homes,46.8633,-114.0484,4.34,79,100,1.54,US,1699722569
546,ironwood,46.4547,-90.171,2.12,87,100,0.0,US,1699722570
547,shubarshi,48.5872,57.1869,4.04,84,99,7.78,KZ,1699722571
548,ryotsu-minato,38.0833,138.4333,7.83,58,94,2.47,JP,1699722571
549,los llanos de aridane,28.6585,-17.9182,22.29,79,75,4.12,ES,1699722572
550,rakops,-21.0167,24.3333,32.39,20,86,2.98,BW,1699722572
551,maridi,4.9158,29.4742,26.1,58,82,1.84,SS,1699722573
552,la passe,45.5549,-0.8967,12.13,93,100,4.99,FR,1699722574
553,cheremshan,54.6667,51.5,0.69,89,43,2.14,RU,1699722574
554,hafar al-batin,28.4328,45.9708,22.32,33,0,2.57,SA,1699722575
555,bandon,51.7469,-8.7425,9.77,82,100,7.75,IE,1699722576
556,ta`u,-14.2336,-169.5144,27.07,83,16,4.96,AS,1699722576
557,fada,9.5667,8.3,26.54,39,37,0.78,NG,1699722577
558,makhambet,47.6667,51.5833,6.46,61,0,3.29,KZ,1699722577
559,khash,28.2211,61.2158,15.56,18,25,2.47,IR,1699722579
560,merizo village,13.2658,144.6691,28.31,85,93,9.11,GU,1699722579
561,prescott,34.54,-112.4685,13.28,33,0,1.54,US,1699722580
562,noumea,-22.2763,166.4572,18.99,81,73,5.5,NC,1699722580
563,ambon,-3.6954,128.1814,27.82,13,20,2.06,ID,1699722582
564,san patricio,28.017,-97.5169,15.66,81,100,3.47,US,1699722583
565,navia,43.5354,-6.7194,18.11,76,100,6.34,ES,1699722584
566,qamdo,31.1667,97.2333,-2.75,54,33,0.26,CN,1699722585
567,mangalia,43.8,28.5833,16.63,67,100,7.41,RO,1699722585
568,itupiranga,-5.1347,-49.3267,32.18,60,64,0.59,BR,1699722586
569,vallenar,-28.5708,-70.7581,26.99,16,0,5.49,CL,1699722586
570,yeppoon,-23.1333,150.7333,20.88,68,68,4.53,AU,1699722587
571,quatre cocos,-20.2078,57.7625,23.94,76,91,0.37,MU,1699722588
572,mil'kovo,55.6078,37.7956,5.23,86,100,4.33,RU,1699722588
573,shama junction,5.0087,-1.6301,27.78,81,64,3.97,GH,1699722589
574,princeville,45.7668,-61.2985,6.46,84,92,4.02,CA,1699722589
575,essaouira,31.5125,-9.77,21.84,72,6,8.4,MA,1699722590
576,zabol,32.25,67.25,8.92,29,3,4.37,AF,1699722590
577,tagiura,32.8817,13.3506,22.0,58,2,4.53,LY,1699722591
578,lichuan,30.3,108.85,8.16,97,100,1.77,CN,1699722591
579,peace river,56.2501,-117.286,2.17,69,75,3.6,CA,1699722380
580,porto barra do ivinheima,-22.9667,-53.6667,40.31,22,85,4.02,BR,1699722592
581,luanda,-8.8368,13.2343,27.0,78,75,4.12,AO,1699722593
582,wladyslawowo,54.7909,18.4009,7.74,81,100,0.85,PL,1699722593
583,meulaboh,4.1363,96.1285,24.91,90,100,1.85,ID,1699722594
584,marka,1.7159,44.7717,27.64,79,97,4.82,SO,1699722594
585,merrill,45.1805,-89.6835,2.97,78,75,0.45,US,1699722359
586,xianning,29.8833,114.2167,7.52,90,100,4.51,CN,1699722595
587,sola,-13.8833,167.55,26.18,82,100,12.29,VU,1699722596
588,trinidad,-14.8333,-64.9,37.99,39,40,7.2,BO,1699722597
589,keflavik,64.0049,-22.5624,4.24,93,75,5.14,IS,1699722597
590,norilsk,69.3535,88.2027,-10.67,94,100,2.42,RU,1699722386
